LodgingRevenue,OtherRevenue,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,req_room
143.55,79.5,1,3,1,164,1
282.0,48.0,1,4,2,165,1
282.0,48.0,1,4,2,165,1
282.0,48.0,1,4,2,165,1
342.0,73.0,1,6,3,166,1
282.0,70.5,1,4,2,165,1
342.0,303.5,1,6,3,166,1
411.0,42.0,1,6,3,166,1
411.0,61.5,1,6,3,166,1
780.0,143.0,1,15,5,168,1
468.0,120.0,1,12,4,167,1
258.0,48.0,1,4,2,165,1
387.0,77.5,1,9,3,166,0
348.0,40.0,1,8,2,165,1
444.8,36.6,1,12,4,167,1
626.4,84.0,1,12,4,167,1
278.1,44.4,1,6,3,166,0
251.1,105.9,1,6,3,166,0
251.1,50.4,1,6,3,166,0
1139.5,255.25,1,10,5,168,0
897.12,147.0,1,21,7,170,0
444.0,105.5,1,8,2,165,0
165.72,27.38,1,4,2,165,0
370.0,42.0,1,6,2,165,1
576.0,94.0,1,10,5,168,1
396.0,42.0,1,6,3,166,1
149.0,17.0,1,3,1,164,0
1161.0,144.0,1,9,3,166,1
418.5,87.5,1,10,5,168,0
203.0,16.0,1,4,2,165,1
1074.0,12.0,1,4,2,165,0
231.0,32.0,2,4,2,163,0
528.0,53.0,1,8,4,167,1
208.0,102.9,1,4,2,165,0
387.0,11.5,1,6,3,166,1
183.0,47.5,1,2,1,164,1
156.68,43.4,1,2,1,164,1
320.4,203.2,1,8,4,167,1
261.6,34.0,1,6,2,165,0
159.0,2.0,1,2,1,164,0
959.0,167.0,1,14,7,169,0
959.0,135.0,1,14,7,169,0
959.0,142.0,1,14,7,169,0
959.0,192.5,1,14,7,169,0
796.0,56.0,1,8,4,166,0
366.0,15.0,1,6,3,165,1
624.0,72.0,1,4,2,164,0
208.0,22.0,1,4,2,164,0
465.0,70.0,1,10,5,167,0
358.0,362.5,1,4,2,164,0
128.0,55.5,1,2,1,163,1
695.0,257.5,1,10,5,167,1
411.0,42.0,1,2,1,163,1
2085.0,24.0,1,10,5,167,1
444.8,28.5,1,8,4,166,1
185.0,21.0,1,3,1,163,1
512.0,119.5,1,8,4,166,1
519.0,44.5,2,6,3,78,1
159.0,2.0,1,2,1,163,0
258.0,10.0,1,4,2,164,1
128.0,16.0,1,2,1,163,1
168.0,6.0,1,2,1,163,1
251.1,38.4,1,6,3,165,0
417.0,21.0,1,3,3,165,0
595.0,164.5,1,10,5,167,1
714.6,144.0,1,15,3,165,0
387.0,6.0,1,6,3,165,1
411.0,137.98,1,6,3,165,1
595.0,70.0,1,10,5,167,0
468.0,53.0,1,9,3,165,1
432.0,303.5,1,8,4,166,1
432.0,4.0,1,4,4,166,1
1296.0,24.0,1,8,4,166,1
1296.0,24.0,1,8,4,166,1
1026.0,126.0,1,6,3,165,0
438.0,154.5,1,12,3,165,1
251.1,46.4,1,6,3,165,0
342.0,88.5,1,6,3,165,0
339.0,6.0,1,6,3,165,0
251.1,70.4,1,6,3,165,1
240.3,6.0,1,6,3,165,0
1296.0,24.0,1,8,4,166,1
251.1,38.4,1,6,3,165,0
432.0,8.0,1,8,4,166,1
251.1,38.4,1,6,3,165,0
305.1,38.0,1,6,3,165,0
251.1,55.9,1,6,3,165,0
305.1,6.0,1,6,3,165,0
490.5,54.5,1,6,3,165,0
313.2,40.0,1,6,2,164,1
1110.0,120.0,1,12,4,166,0
576.0,84.0,1,4,2,164,1
137.0,14.0,1,2,1,163,1
580.02,171.33,1,14,7,169,1
576.0,84.0,1,4,2,164,1
137.0,24.0,1,2,1,163,1
342.0,42.0,1,6,3,165,1
137.0,48.0,1,2,1,163,1
570.0,70.0,1,10,5,167,1
235.0,31.0,1,3,1,163,1
194.0,20.0,1,4,1,163,0
342.0,42.0,1,6,3,165,0
1026.0,126.0,1,6,3,165,0
537.0,9.0,1,6,3,165,1
342.0,42.0,1,6,3,165,0
108.0,18.5,1,2,1,163,1
378.0,52.0,1,4,2,164,1
258.0,4.0,1,4,2,164,1
258.0,2.0,1,2,2,164,1
192.0,28.0,1,4,2,164,1
717.0,42.0,1,6,3,165,0
774.0,12.0,1,4,2,164,1
387.0,12.0,1,3,3,165,1
516.0,11.0,1,8,4,166,1
149.0,2.0,1,2,1,163,1
387.0,70.3,1,9,3,165,0
595.0,70.0,1,10,5,167,0
258.0,87.5,1,4,2,164,1
251.1,50.4,1,6,3,165,1
341.6,111.5,1,6,3,162,1
149.0,5.5,1,2,1,163,1
387.0,68.0,1,6,3,165,1
208.5,34.0,1,6,2,163,0
435.0,30.0,1,6,3,164,0
1872.0,271.6,1,36,12,173,1
276.0,42.0,1,6,3,164,0
202.48,43.0,1,4,2,163,1
240.3,6.0,1,6,3,164,0
556.0,27.5,1,8,4,165,1
1668.0,24.0,1,8,4,165,0
1668.0,24.0,1,8,4,165,0
240.3,8.5,1,6,3,164,0
447.0,73.5,1,6,3,164,1
246.0,57.5,1,2,2,163,1
334.8,51.2,1,8,4,165,0
762.4,121.8,1,14,7,168,1
251.1,68.4,1,6,3,164,0
251.1,65.4,1,6,3,164,1
186.0,28.0,1,4,2,163,0
228.0,127.5,1,4,2,163,1
684.0,93.0,1,4,2,163,1
334.8,134.7,1,8,4,165,0
411.0,42.0,1,6,3,164,1
426.0,60.0,1,8,2,163,1
645.0,52.75,1,10,5,166,1
411.0,45.0,1,6,3,164,1
411.0,72.0,1,6,3,164,1
441.0,42.0,1,6,3,164,1
489.0,34.0,1,6,3,164,0
752.0,85.0,1,12,4,165,1
458.85,63.45,1,10,5,166,0
444.0,89.8,1,8,2,163,1
585.9,89.6,1,14,7,168,0
153.0,31.0,1,3,1,162,1
934.5,209.0,1,15,3,164,1
561.0,472.5,1,10,5,166,0
417.0,120.0,1,6,3,164,1
177.5,60.5,1,4,1,162,0
334.8,51.2,1,8,4,165,0
600.0,140.0,1,12,3,164,1
334.8,51.2,1,8,4,165,0
784.8,102.0,1,18,6,167,1
2052.0,249.0,1,12,6,167,1
588.0,140.0,1,8,4,165,1
1548.0,333.0,1,8,4,165,1
167.0,17.0,1,2,1,162,1
444.0,40.0,1,8,2,163,0
278.0,92.7,1,4,2,163,0
588.0,56.0,1,8,4,165,0
685.0,70.0,1,10,5,166,1
93.0,28.0,1,2,1,162,0
492.0,56.0,1,8,4,165,1
441.0,42.0,1,6,3,164,1
1470.0,134.0,1,20,10,171,1
4410.0,452.6,1,20,10,171,1
310.0,151.5,1,8,2,163,1
755.0,190.0,1,10,5,166,1
400.5,42.0,1,10,5,166,0
149.0,1.0,1,1,1,162,1
228.0,381.0,1,4,2,163,1
1908.0,183.0,1,27,9,170,1
411.0,42.0,1,6,3,164,1
1683.0,210.0,1,10,5,166,0
516.0,8.0,1,8,4,165,1
270.0,111.5,1,6,2,162,1
74.0,18.0,1,1,1,161,0
312.3,197.0,1,6,3,163,0
563.0,113.9,1,9,3,163,0
306.0,14.0,1,2,2,162,1
298.0,60.0,1,4,2,162,1
373.5,24.0,1,6,3,163,0
382.5,9.0,1,6,3,163,0
644.0,90.0,1,15,5,165,1
68.0,7.0,1,1,1,161,0
122.0,33.0,1,2,2,162,0
179.0,20.0,1,1,1,161,0
830.4,157.0,1,8,4,164,1
133.0,9.5,1,1,1,161,0
912.0,102.0,1,4,2,162,0
1092.0,160.5,1,8,4,164,1
153.2,7.0,1,1,1,161,1
903.0,14.0,1,14,7,167,1
903.0,147.5,1,14,7,167,1
334.8,51.2,1,8,4,164,0
618.0,78.0,1,6,3,163,1
222.0,26.0,1,2,2,162,0
560.7,23.0,1,14,7,167,0
470.8,96.0,1,12,4,164,1
362.4,82.5,1,8,4,164,1
425.2,52.1,2,3,3,160,1
278.0,52.5,1,2,2,162,0
959.0,98.0,1,14,7,167,1
411.0,54.0,1,6,3,163,1
317.25,106.5,1,9,3,163,0
491.0,72.0,1,6,3,163,1
127.5,25.5,1,2,1,161,0
887.5,138.0,1,20,5,165,1
222.0,56.0,1,4,1,161,0
486.0,176.0,1,8,2,162,1
844.8,473.25,1,18,6,166,1
695.0,10.0,1,10,5,165,0
251.1,38.4,1,6,3,163,0
695.0,113.5,1,10,5,165,1
58.0,14.0,1,2,1,161,0
514.5,185.5,1,6,3,163,1
232.0,37.0,1,2,2,162,0
625.0,35.0,1,5,5,165,0
308.0,72.0,1,4,2,162,1
408.84,63.0,1,9,3,163,1
387.0,41.5,1,6,3,163,1
320.4,29.5,1,8,4,164,0
480.0,35.0,2,5,5,160,0
605.0,70.0,1,10,5,165,0
458.55,43.0,2,5,5,160,0
458.55,33.0,2,5,5,160,0
414.0,77.0,1,6,3,162,1
129.0,2.0,1,2,1,160,1
167.0,2.0,1,3,1,160,1
171.95,15.0,1,3,1,160,0
89.0,2.0,1,2,1,160,1
74.0,17.0,1,1,1,160,0
298.0,96.4,1,2,2,161,1
417.0,16.0,1,6,3,162,1
278.2,99.0,1,6,2,161,0
331.44,289.26,1,8,4,163,0
132.58,7.0,1,1,1,160,0
612.0,95.0,1,12,4,163,0
402.99,186.5,1,9,3,162,0
143.0,38.5,1,2,1,160,0
133.0,24.0,1,2,1,160,0
258.0,262.0,1,4,2,161,1
906.0,12.0,1,6,2,161,1
330.0,59.0,1,8,4,163,0
167.4,66.6,1,4,2,161,1
553.28,81.5,1,12,4,163,0
137.0,14.0,1,2,1,160,0
370.0,62.0,1,6,2,161,0
185.0,21.0,1,3,1,160,0
830.0,198.0,1,18,6,165,1
977.4,121.5,1,4,2,161,0
342.0,6.0,1,6,2,161,0
1627.5,507.5,1,30,10,169,1
251.1,50.4,1,6,3,162,0
251.1,38.4,1,6,3,162,0
888.0,218.5,1,16,4,163,1
523.2,112.0,1,12,4,163,1
497.16,402.1,1,12,6,165,0
558.0,41.8,1,8,4,163,0
387.0,173.0,1,12,4,163,0
447.0,23.0,1,1,1,160,0
550.62,76.14,1,12,6,165,0
2445.0,270.0,1,15,5,160,0
165.0,14.0,1,2,1,160,0
351.0,42.0,1,2,1,160,0
447.0,20.0,1,1,1,160,0
121.0,14.0,1,2,1,160,0
695.0,97.5,1,10,5,164,0
845.12,23.0,1,16,8,167,1
361.8,282.0,1,9,3,162,0
1056.4,45.0,1,20,10,169,1
651.0,98.0,1,14,7,166,0
393.6,32.0,1,2,2,161,1
580.0,8.0,1,8,4,163,1
1056.4,42.0,1,20,10,169,1
258.0,24.5,1,4,2,161,1
579.0,293.5,1,6,3,162,1
476.8,147.5,1,8,4,163,1
159.0,16.0,1,2,1,160,0
1737.0,117.0,1,6,3,162,1
1197.0,189.0,1,3,3,162,1
279.0,47.5,1,6,3,162,0
279.0,164.5,1,6,3,162,0
1674.0,252.0,1,8,4,163,0
279.0,187.5,1,6,3,162,0
1248.8,165.0,1,24,8,167,0
1233.0,156.5,1,6,3,162,1
411.0,503.0,1,6,3,162,1
195.9,86.0,1,3,1,160,0
942.55,191.0,1,15,5,164,0
475.0,49.0,2,3,3,159,0
1337.0,150.0,2,12,3,159,1
402.0,35.0,1,6,3,162,1
222.0,21.0,1,3,3,161,0
502.2,76.8,1,12,6,164,0
548.0,104.0,1,8,4,162,1
80.1,2.0,1,2,1,159,0
206.0,28.0,1,4,2,160,0
651.6,381.0,1,12,4,162,1
372.0,52.0,1,8,4,162,1
428.8,56.0,1,8,4,162,1
74.0,7.0,1,1,1,159,0
59.0,7.0,1,1,1,159,0
236.0,58.0,4,4,4,55,0
417.0,6.0,1,6,3,161,1
318.0,37.0,1,2,2,160,0
645.0,395.5,1,10,5,163,0
645.0,30.0,1,10,5,163,0
74.0,23.5,1,1,1,159,0
74.0,7.0,1,1,1,159,0
74.0,7.0,1,1,1,159,0
74.0,7.0,1,1,1,159,0
261.6,68.0,1,6,2,160,1
784.8,108.0,1,6,2,160,1
639.0,97.0,1,12,3,161,0
548.0,66.0,1,8,4,162,1
1644.0,156.0,1,8,4,162,1
477.0,188.5,1,6,3,161,0
222.0,80.0,1,3,3,161,0
2220.0,194.0,1,40,10,168,1
313.2,42.0,1,6,2,160,1
471.0,230.0,1,6,3,161,1
502.2,76.8,1,12,6,164,0
267.0,190.0,1,6,3,161,0
765.0,111.5,1,15,3,161,0
314.0,28.0,1,4,2,160,1
273.0,162.0,1,3,3,161,1
585.0,263.5,1,9,3,161,1
543.0,228.5,1,9,3,161,1
564.0,8.0,1,8,2,160,0
1377.0,379.0,1,27,9,167,1
921.6,80.0,1,16,4,162,0
320.4,8.0,1,8,4,162,0
462.0,162.5,1,12,3,161,1
309.0,42.0,1,6,3,161,0
686.28,14.0,1,14,7,165,1
392.4,280.0,1,9,3,161,1
686.28,14.0,1,14,7,165,1
196.0,48.0,1,4,2,160,0
82.5,24.0,1,2,1,159,0
640.0,118.0,1,10,5,163,1
222.0,33.0,1,3,3,161,0
441.0,90.0,1,6,3,161,0
364.0,130.0,1,8,2,160,0
588.0,411.0,1,4,2,160,0
298.0,4.0,1,4,2,160,1
666.96,186.0,1,14,7,165,0
666.96,98.0,1,14,7,165,0
502.2,100.8,1,12,6,164,0
671.17,84.0,1,12,6,164,1
417.0,14.0,1,6,3,161,0
279.0,54.0,1,6,3,161,1
486.0,65.5,1,9,3,161,0
429.0,39.0,1,6,3,161,0
1646.0,140.0,2,8,4,158,1
326.0,48.0,2,4,4,118,1
894.0,231.0,1,4,2,160,1
168.0,14.0,1,2,2,159,0
441.0,42.0,1,6,3,160,1
88.8,14.0,1,2,1,158,1
88.8,24.0,1,2,1,158,1
733.6,142.97,1,12,4,161,0
167.0,107.0,1,2,1,158,1
245.0,62.5,1,3,1,158,1
59.0,7.0,1,1,1,158,0
59.0,7.0,1,1,1,158,0
59.0,7.0,1,1,1,158,0
59.0,7.0,1,1,1,158,0
59.0,7.0,1,1,1,158,0
59.0,7.0,1,1,1,158,0
59.0,7.0,1,1,1,158,1
3420.0,402.0,1,20,10,167,1
1140.0,134.0,1,20,10,167,1
570.0,35.0,1,5,5,162,0
486.0,42.0,1,8,2,159,1
540.0,85.0,1,15,5,162,0
608.0,115.98,1,8,4,161,0
608.0,56.0,1,8,4,161,1
608.0,56.0,1,8,4,161,1
761.88,98.0,1,14,7,164,1
83.7,12.8,1,2,1,158,0
387.0,6.0,1,6,3,160,0
618.0,183.0,1,9,3,160,0
755.0,306.5,1,10,5,162,0
501.0,39.0,1,2,1,158,1
432.0,144.0,1,6,3,160,0
588.0,56.0,1,8,4,161,1
1764.0,393.0,1,8,4,161,1
490.65,186.0,1,9,3,160,1
1273.95,9.0,1,6,3,160,1
275.2,151.0,1,4,2,159,1
512.64,84.0,1,12,4,161,0
954.0,67.5,1,2,2,159,1
1719.0,582.0,1,30,10,167,0
1719.0,647.0,1,30,10,167,0
84.0,27.0,1,3,1,158,0
924.0,330.0,1,12,4,161,0
613.2,108.0,1,12,4,161,0
613.2,108.0,1,12,4,161,0
185.0,95.0,1,3,1,158,1
318.0,91.5,1,6,2,159,1
369.0,42.0,1,6,3,160,1
418.5,70.5,1,10,5,162,0
435.36,56.0,1,8,4,161,1
264.0,42.0,1,6,3,160,1
423.45,114.5,1,9,3,160,0
412.97,195.5,1,10,5,162,1
1223.0,299.65,1,14,7,164,1
776.0,255.5,1,12,4,161,1
59.0,7.0,1,1,1,158,0
572.0,80.0,2,4,2,157,1
1110.0,272.0,1,18,6,162,1
459.0,178.5,1,9,3,159,1
459.0,1465.5,1,9,3,159,1
459.0,63.0,1,9,3,159,1
219.2,14.0,1,2,2,158,1
771.0,115.5,1,10,5,161,1
2277.0,138.0,1,10,5,161,0
249.0,266.0,1,6,3,159,1
249.0,237.5,1,6,3,159,1
588.5,58.5,1,8,4,160,0
249.0,139.0,1,6,3,159,1
460.35,69.4,1,10,5,161,0
249.0,110.0,1,6,3,159,1
249.0,158.5,1,6,3,159,1
249.0,110.0,1,6,3,159,1
249.0,307.5,1,6,3,159,1
495.0,42.0,2,6,3,156,1
249.0,141.5,1,6,3,159,1
249.0,113.5,1,6,3,159,1
249.0,117.0,1,6,3,159,1
1056.4,90.0,1,20,5,161,1
249.0,110.0,1,6,3,159,1
249.0,172.5,1,6,3,159,1
249.0,121.5,1,6,3,159,1
451.0,446.0,1,6,3,159,1
249.0,120.0,1,6,3,159,1
428.0,96.0,1,8,4,160,0
1284.0,162.0,1,8,4,160,0
376.0,47.0,1,4,4,160,0
685.0,496.95,1,10,5,161,1
114.0,14.0,1,2,1,157,1
596.0,15.5,1,8,4,160,1
605.0,226.0,1,10,5,161,1
1788.0,721.5,1,8,4,160,1
795.0,58.0,1,10,5,161,1
423.35,48.0,1,9,3,159,1
1016.7,84.0,1,12,6,162,0
370.0,138.0,1,6,2,158,1
336.0,31.0,1,4,4,160,0
310.0,95.5,1,8,2,158,0
1014.32,333.0,1,18,6,162,1
119.0,14.0,1,2,1,157,1
129.0,2.0,1,2,1,157,1
1005.0,105.0,1,15,5,161,1
459.0,279.0,1,9,3,159,0
642.39,163.83,1,14,7,163,0
344.88,82.5,1,9,3,159,1
459.0,339.0,1,9,3,159,0
1026.0,117.0,1,6,3,159,0
159.0,7.0,1,1,1,157,0
1056.0,125.0,1,18,6,162,1
252.0,28.5,1,4,1,157,0
567.0,75.0,1,12,3,159,0
895.0,119.0,1,10,5,161,1
1227.0,120.0,1,20,5,161,0
418.76,61.48,1,12,4,160,1
1144.0,117.5,1,16,8,164,0
93.0,14.0,1,2,1,157,0
93.0,14.0,1,2,1,157,0
606.0,123.0,1,8,4,160,1
556.0,58.0,1,8,4,160,0
1682.0,140.5,1,4,1,157,1
735.0,10.0,1,10,5,161,0
460.35,69.4,1,10,5,161,0
228.0,48.0,1,4,2,158,1
735.0,750.0,1,10,5,161,0
330.0,14.0,1,6,2,158,0
342.0,39.0,1,6,3,159,1
459.0,63.0,1,9,3,159,0
675.0,190.0,1,10,5,161,0
256.0,28.0,1,4,2,158,1
414.3,332.7,1,10,5,161,1
163.0,19.0,1,1,1,157,1
424.0,60.0,1,8,2,158,0
112.0,33.5,1,3,1,157,0
288.0,34.0,1,6,2,158,1
167.0,89.0,1,2,1,157,0
882.0,84.0,1,4,2,158,1
564.0,42.0,1,2,2,158,0
234.0,42.0,1,6,2,158,1
307.9,60.0,1,8,2,158,0
336.0,78.0,1,4,4,160,0
1080.0,126.0,1,6,3,159,0
249.0,239.0,1,6,3,159,1
1100.4,126.0,1,6,3,159,1
456.0,60.0,1,4,4,160,0
278.1,91.4,1,6,3,159,0
477.0,30.0,1,6,3,158,1
298.0,21.0,1,4,2,157,0
119.2,30.3,1,1,1,156,0
274.0,28.0,1,4,2,157,1
324.0,16.0,1,6,3,158,1
1177.2,153.0,1,9,3,158,1
948.0,562.0,1,16,8,163,1
894.0,63.0,1,12,6,161,0
510.96,144.0,2,4,4,155,1
258.0,102.0,1,6,2,157,1
279.0,50.0,1,6,3,158,0
432.0,181.0,1,8,4,159,1
145.0,27.0,1,3,1,156,1
211.56,4.0,1,4,2,157,0
482.0,224.0,1,6,2,157,1
315.0,94.5,1,6,3,158,1
756.0,14.0,1,14,7,162,1
181.0,2.0,1,3,1,156,0
759.6,174.0,1,12,6,161,1
759.6,155.5,1,12,6,161,1
194.0,20.0,1,4,1,156,0
215.0,79.5,1,3,1,156,1
417.0,33.0,1,3,3,158,1
693.0,133.5,1,9,3,158,1
384.0,56.0,1,8,4,159,1
384.0,56.0,1,8,4,159,0
153.0,2.0,1,2,1,156,1
362.0,56.0,1,6,2,157,0
231.0,30.0,1,3,1,156,1
432.0,104.0,1,8,4,159,1
831.6,134.4,1,21,7,162,0
220.36,56.0,1,4,2,157,1
775.08,102.0,1,6,2,157,1
528.0,84.0,1,12,6,161,0
684.0,180.0,1,12,6,161,1
44.0,22.1,1,6,2,157,1
1096.2,154.0,1,21,7,162,1
334.0,417.0,1,4,2,157,1
590.0,111.0,1,10,5,160,0
544.5,286.5,1,9,3,158,1
278.0,23.5,1,3,1,156,0
145.0,69.5,1,3,1,156,0
507.0,6.0,1,6,3,158,0
651.0,103.5,1,14,7,162,1
1415.0,679.0,1,21,7,162,1
171.0,52.0,1,2,1,156,1
216.0,16.0,1,4,2,157,1
159.0,2.0,1,2,1,156,1
216.0,4.0,1,4,2,157,1
744.0,78.0,1,12,4,159,0
324.0,30.0,1,6,3,158,1
348.0,16.0,1,4,2,157,0
1521.0,33.0,1,6,3,158,0
315.0,48.0,1,6,3,158,1
324.0,6.0,1,6,3,158,1
1026.0,12.0,1,18,6,161,0
1127.0,350.0,1,14,7,162,0
155.0,14.0,1,2,1,156,1
447.0,50.5,1,6,3,158,0
258.0,4.0,1,4,2,156,1
513.0,0.0,1,3,1,155,0
149.0,2.0,1,2,1,155,0
558.0,141.5,1,9,3,157,1
159.0,14.0,1,2,1,155,1
925.0,162.5,2,15,5,154,1
483.0,24.0,1,9,3,157,1
651.0,175.0,1,14,7,161,0
156.0,84.5,1,3,1,155,1
651.0,164.5,1,14,7,161,0
411.0,186.5,1,6,3,157,0
411.0,42.0,1,3,3,157,0
1503.0,166.0,1,14,7,161,1
868.5,173.5,1,12,6,160,0
555.0,129.5,1,9,3,157,0
169.0,126.5,1,2,1,155,1
507.0,6.0,1,2,1,155,1
916.0,264.0,1,20,4,158,0
507.0,147.0,1,2,1,155,1
588.0,126.5,1,8,4,158,1
1764.0,168.0,1,8,4,158,1
412.5,130.5,1,10,5,159,0
117.68,17.0,1,3,1,155,1
157.0,66.99,1,2,1,155,0
159.0,32.5,1,1,1,155,1
463.5,64.0,1,10,5,159,0
159.0,7.0,1,1,1,155,1
159.0,7.0,1,1,1,155,1
468.0,202.5,1,9,3,157,1
735.0,79.5,1,10,5,159,1
434.0,148.5,1,8,2,156,1
665.0,35.0,2,5,5,144,1
1152.0,129.5,1,18,9,163,1
615.0,65.5,1,9,3,157,0
2235.0,147.0,1,5,5,159,1
745.0,33.5,1,10,5,159,1
570.0,70.0,1,10,5,159,1
188.1,21.0,1,3,1,155,1
101.24,14.0,1,2,1,155,1
456.0,58.5,1,8,4,158,1
316.92,8.0,1,6,3,157,1
141.0,40.0,1,2,1,155,1
685.0,287.0,2,10,5,144,1
688.0,56.0,1,8,4,158,0
585.0,53.5,1,3,3,157,0
558.0,212.5,1,9,3,157,0
773.0,34.5,2,6,3,154,1
179.0,256.5,1,2,1,155,1
330.0,188.0,1,8,4,158,0
328.0,4.0,1,4,2,155,1
580.0,4.0,1,4,4,157,0
574.56,89.0,1,14,7,160,1
249.0,130.0,1,6,3,156,1
387.0,54.0,1,6,3,156,1
459.0,62.0,1,6,3,156,1
459.0,6.0,1,6,3,156,1
238.0,28.0,1,4,2,155,1
269.28,30.5,1,2,2,155,1
1292.0,448.5,1,10,10,163,1
249.0,158.5,1,6,3,156,1
269.28,24.0,1,2,2,155,1
249.0,129.0,1,6,3,156,1
328.0,14.0,1,2,2,155,0
744.0,112.5,1,12,4,157,0
677.6,120.0,1,16,4,157,0
672.0,121.0,1,8,4,157,0
1206.16,104.84,1,1,1,154,0
515.2,73.0,1,12,4,157,1
156.0,30.5,1,4,2,155,0
156.0,28.0,1,4,2,155,0
249.0,127.5,1,6,3,156,1
1233.0,160.5,1,6,3,156,1
411.0,72.0,1,6,3,156,1
237.0,55.0,1,3,3,156,1
237.0,81.0,1,3,3,156,1
312.3,42.0,1,6,3,156,0
385.6,42.0,1,6,3,156,0
249.0,110.0,1,6,3,156,1
249.0,110.0,1,6,3,156,1
625.0,111.5,1,9,3,156,1
639.0,60.0,1,12,3,156,0
387.0,138.0,1,6,3,156,1
1474.76,182.0,1,28,14,167,0
249.0,107.0,1,6,3,156,1
624.6,137.5,1,12,6,159,0
795.0,229.5,1,12,3,156,0
448.4,54.0,1,10,2,155,0
273.6,38.4,1,6,2,155,0
382.5,63.0,1,9,3,156,0
411.16,52.5,1,9,3,156,1
249.0,110.0,1,6,3,156,1
1172.0,206.0,1,16,8,161,1
264.0,4.0,1,4,2,155,0
411.0,47.0,1,6,3,156,1
249.0,110.0,1,6,3,156,1
249.0,156.14,1,6,3,156,1
1935.0,256.0,1,45,15,168,1
548.0,72.0,1,8,4,157,0
459.0,108.0,1,9,3,156,0
1107.0,126.0,1,6,3,156,0
454.44,221.0,1,9,3,156,1
309.0,42.0,1,6,3,156,0
156.0,30.0,1,4,2,155,0
1409.4,191.0,1,27,9,162,1
241.0,70.5,1,3,1,154,1
558.0,67.0,1,9,3,156,0
318.0,150.5,1,4,2,155,1
512.0,149.5,1,8,4,157,1
2890.8,378.0,1,18,6,159,0
519.0,61.5,1,3,3,156,1
468.0,51.0,1,9,3,156,1
387.0,28.0,1,6,3,156,1
441.0,89.5,1,6,3,155,1
651.0,98.0,1,14,7,159,0
800.0,116.5,1,12,4,156,0
113.0,2.0,1,2,1,153,0
149.0,185.4,1,2,1,153,0
745.0,10.0,1,2,1,153,0
342.0,217.5,1,6,3,155,1
149.0,54.3,1,1,1,153,1
548.0,101.0,1,8,4,156,1
133.68,68.5,1,3,1,153,1
580.02,116.83,1,14,7,159,0
580.02,128.83,1,14,7,159,0
548.0,221.0,1,8,4,156,1
805.0,145.0,1,10,5,157,1
430.0,140.0,1,6,2,154,0
476.8,56.0,1,8,4,156,0
240.3,140.5,1,6,3,155,0
949.92,137.5,1,16,4,156,1
356.4,187.6,1,9,3,155,0
489.0,60.0,1,12,3,155,0
896.0,111.2,1,14,7,159,0
412.0,63.99,1,6,2,154,1
1164.0,132.0,1,8,2,154,0
636.0,60.0,1,12,3,155,0
387.0,26.0,1,6,3,155,1
1650.0,174.0,1,8,2,154,0
306.0,76.0,1,4,2,154,0
959.0,118.5,1,14,7,159,1
396.0,63.0,1,9,3,155,0
205.0,82.0,1,3,1,153,0
411.0,42.0,1,6,3,155,1
411.0,42.0,1,6,3,155,1
805.0,89.0,1,10,5,157,0
358.0,20.0,1,2,1,153,1
655.0,261.0,1,9,3,155,0
387.0,117.0,1,6,3,155,0
453.0,6.0,1,9,3,155,1
888.0,245.0,1,16,4,156,0
693.0,157.89,1,9,3,155,1
334.8,51.2,1,8,4,156,0
385.32,75.0,1,6,3,155,1
1110.0,345.0,1,20,5,157,1
187.0,7.0,1,3,1,153,0
4207.5,360.5,2,8,4,152,1
3614.0,666.0,2,12,4,152,1
925.0,105.0,1,15,5,156,1
2055.0,195.0,1,10,5,156,1
685.0,151.0,1,10,5,156,1
149.0,28.5,1,2,1,152,0
411.0,42.0,1,6,3,154,1
648.9,89.6,1,14,7,158,0
220.36,28.0,1,4,2,153,0
638.0,99.0,1,8,4,155,1
334.8,140.7,1,8,4,155,1
461.04,79.0,1,9,3,154,1
1328.0,150.5,1,32,8,159,1
418.5,73.0,1,10,5,156,1
1372.0,346.5,1,16,8,159,1
103.2,18.0,1,2,1,152,1
103.2,12.0,1,2,1,152,1
675.0,63.0,1,9,3,154,1
2174.0,424.0,2,10,4,151,1
512.0,56.0,1,8,4,155,1
551.24,69.2,1,8,4,155,0
391.84,164.0,1,8,4,155,0
1002.0,84.0,1,4,2,153,1
334.0,168.5,1,4,2,153,1
216.0,82.5,1,4,2,153,1
167.4,56.6,1,4,2,153,0
214.7,4.0,1,4,2,153,0
355.0,84.5,1,8,2,153,1
1650.0,373.5,1,24,6,157,1
471.0,72.0,1,6,3,154,0
520.5,158.0,1,9,3,154,1
392.0,212.0,1,8,4,155,0
1836.0,252.0,1,12,4,155,1
1088.4,134.0,1,20,10,161,1
1088.4,134.0,1,20,10,161,1
548.0,79.5,1,8,4,155,1
387.0,128.5,1,6,3,154,0
74.0,17.0,1,1,1,152,0
1230.0,274.5,1,20,5,156,0
734.0,260.5,1,12,4,155,1
414.3,63.45,1,10,5,156,0
1141.0,152.0,1,28,7,158,0
148.0,18.0,1,2,1,152,0
182.0,21.0,1,3,1,152,0
1043.0,731.5,2,14,7,151,1
612.0,96.0,1,12,4,155,1
5579.0,808.0,3,10,5,150,0
651.0,372.5,1,14,7,158,1
