LodgingRevenue,OtherRevenue,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,req_room,Cluster
145.5,14.0,1,2,1,184,1,Premium Guests
226.0,28.0,1,4,2,185,1,Premium Guests
226.0,28.0,1,4,2,185,1,Premium Guests
218.0,14.0,1,2,2,185,0,Budget Guests
226.0,28.0,1,4,2,185,1,Premium Guests
388.0,42.0,1,6,2,185,0,Budget Guests
226.0,28.0,1,4,2,185,1,Premium Guests
238.0,28.0,1,4,2,185,0,Budget Guests
189.0,13.0,1,3,1,184,0,Budget Guests
318.0,84.0,1,4,2,185,1,Premium Guests
165.0,27.0,1,3,1,184,0,Budget Guests
812.0,84.0,1,12,4,187,0,Budget Guests
570.0,35.0,1,5,5,188,0,Budget Guests
442.92,63.0,1,9,3,186,0,Budget Guests
684.0,57.0,1,6,6,189,0,Budget Guests
486.0,84.0,1,12,4,187,0,Budget Guests
318.0,48.0,1,4,2,185,0,Budget Guests
489.0,42.0,1,6,3,186,0,Budget Guests
684.0,42.0,1,6,6,189,0,Budget Guests
590.0,233.0,1,10,5,188,1,Premium Guests
590.0,70.0,1,10,5,188,0,Budget Guests
194.4,86.8,1,4,2,185,0,Budget Guests
291.6,38.4,1,6,3,186,1,Premium Guests
972.0,126.1,1,18,6,189,0,Budget Guests
453.6,104.0,1,9,3,186,1,Premium Guests
258.0,21.0,1,3,1,184,0,Budget Guests
369.9,57.6,1,9,3,186,1,Premium Guests
218.0,21.0,1,3,1,184,0,Budget Guests
145.5,133.0,1,2,1,184,0,Budget Guests
684.0,83.0,1,6,6,189,0,Budget Guests
369.9,138.1,1,9,3,186,1,Premium Guests
369.9,67.6,1,9,3,186,1,Premium Guests
369.9,361.1,1,9,3,186,1,Premium Guests
376.81,56.5,1,6,3,186,1,Premium Guests
744.0,82.0,1,6,6,189,0,Budget Guests
313.0,28.0,1,4,2,185,1,Premium Guests
744.0,77.8,1,6,6,189,0,Budget Guests
291.6,72.4,1,6,3,186,1,Premium Guests
798.0,117.5,1,7,7,190,0,Budget Guests
369.9,57.6,1,9,3,186,1,Premium Guests
294.0,28.0,1,4,2,185,1,Premium Guests
590.0,72.5,1,10,5,188,0,Budget Guests
369.9,111.1,1,9,3,186,1,Premium Guests
125.0,14.0,1,2,1,184,0,Budget Guests
291.6,38.4,1,6,3,186,1,Premium Guests
372.0,111.5,1,6,2,185,1,Premium Guests
159.0,11.0,1,1,1,184,1,Premium Guests
313.0,219.0,1,4,2,185,1,Premium Guests
325.0,901.5,1,2,2,185,1,Premium Guests
570.0,46.25,1,5,5,188,0,Budget Guests
226.0,28.0,1,4,2,185,1,Premium Guests
218.0,14.0,1,2,2,185,0,Budget Guests
575.0,282.5,1,9,3,186,1,Premium Guests
159.0,2.0,1,2,1,184,1,Premium Guests
564.3,241.5,1,3,1,184,0,Budget Guests
112.45,19.5,1,2,1,184,0,Budget Guests
567.0,42.0,1,2,1,184,0,Budget Guests
600.0,63.0,1,12,3,186,0,Budget Guests
159.0,2.0,1,2,1,184,0,Budget Guests
1004.0,461.75,2,16,8,183,0,Budget Guests
139.0,284.0,1,2,1,184,0,Budget Guests
139.0,102.5,1,2,1,183,0,Budget Guests
369.9,74.1,1,9,3,186,1,Premium Guests
313.0,28.0,1,4,2,185,1,Premium Guests
336.6,42.0,1,9,3,186,0,Budget Guests
336.6,42.0,1,6,3,186,0,Budget Guests
336.6,42.0,1,6,3,186,0,Budget Guests
178.0,63.3,2,2,2,92,0,Budget Guests
2142.0,486.75,1,18,9,191,0,Budget Guests
135.25,17.0,1,2,1,183,1,Premium Guests
133.0,7.0,1,1,1,183,0,Budget Guests
94.0,7.0,1,1,1,183,1,Premium Guests
143.0,7.0,1,1,1,183,0,Budget Guests
376.0,287.98,1,4,2,184,0,Budget Guests
360.0,69.97,1,6,2,184,0,Budget Guests
414.2,42.0,1,6,3,185,1,Premium Guests
414.2,42.0,1,6,3,185,1,Premium Guests
437.0,198.0,1,6,3,185,1,Premium Guests
147.0,14.0,1,2,1,183,0,Budget Guests
684.0,103.0,1,6,6,188,0,Budget Guests
118.0,28.0,1,2,2,184,0,Budget Guests
491.0,42.0,1,6,3,185,0,Budget Guests
278.0,84.0,1,4,2,184,1,Premium Guests
400.5,292.5,1,12,4,186,0,Budget Guests
341.1,101.6,1,4,4,186,1,Premium Guests
278.0,136.95,1,4,2,184,0,Budget Guests
1132.2,140.0,1,21,7,189,1,Premium Guests
127.0,47.5,1,2,1,183,1,Premium Guests
3396.6,435.5,1,21,7,189,1,Premium Guests
485.0,125.0,1,10,5,187,0,Budget Guests
1072.8,126.0,1,15,5,187,1,Premium Guests
278.0,52.0,1,4,2,184,0,Budget Guests
3396.6,423.0,1,21,7,189,1,Premium Guests
2766.6,294.0,1,14,7,189,1,Premium Guests
375.0,152.0,1,6,3,185,0,Budget Guests
119.0,26.0,1,2,1,183,0,Budget Guests
287.1,108.9,1,6,3,185,0,Budget Guests
287.1,50.4,1,6,3,185,0,Budget Guests
171.9,49.6,1,4,2,184,0,Budget Guests
260.1,38.4,1,6,3,185,0,Budget Guests
617.0,56.0,1,8,4,186,1,Premium Guests
1851.0,168.0,1,8,4,186,1,Premium Guests
459.0,42.0,1,6,3,185,1,Premium Guests
175.0,21.0,1,3,1,183,0,Budget Guests
268.0,4.0,1,4,2,184,1,Premium Guests
268.0,4.0,1,4,2,184,1,Premium Guests
498.0,50.0,1,6,3,185,0,Budget Guests
278.0,28.0,1,4,2,184,0,Budget Guests
656.0,70.5,1,9,3,185,0,Budget Guests
318.92,42.0,1,6,3,185,1,Premium Guests
438.0,48.0,1,3,1,183,0,Budget Guests
85.61,5.0,1,2,1,183,0,Budget Guests
107.2,14.0,1,2,1,183,0,Budget Guests
445.12,48.0,1,10,2,184,1,Premium Guests
256.0,28.0,1,4,2,184,1,Premium Guests
248.4,51.0,1,6,2,184,0,Budget Guests
255.0,30.0,1,5,1,183,1,Premium Guests
149.0,26.0,1,3,1,183,0,Budget Guests
268.0,78.0,1,4,2,184,1,Premium Guests
129.0,3.0,1,2,1,183,0,Budget Guests
119.0,2.0,1,2,1,183,0,Budget Guests
1250.0,18.0,1,2,1,183,0,Budget Guests
281.0,263.0,1,6,2,184,1,Premium Guests
123.0,14.0,1,2,1,183,0,Budget Guests
249.0,110.0,1,6,3,184,1,Premium Guests
619.2,208.5,1,12,6,187,0,Budget Guests
292.0,34.0,1,6,2,183,1,Premium Guests
461.0,42.0,1,6,3,184,1,Premium Guests
249.0,110.0,1,6,3,184,1,Premium Guests
471.0,58.0,1,6,3,184,1,Premium Guests
535.4,74.7,1,8,4,185,1,Premium Guests
722.0,92.0,1,10,5,186,1,Premium Guests
604.2,126.7,1,10,5,186,1,Premium Guests
555.89,200.5,1,10,5,186,0,Budget Guests
230.4,13.99,1,4,2,183,1,Premium Guests
249.0,110.0,1,6,3,184,1,Premium Guests
249.0,110.0,1,6,3,184,1,Premium Guests
159.0,12.0,1,2,1,182,0,Budget Guests
412.0,118.0,1,4,2,183,1,Premium Guests
249.0,128.5,1,6,3,184,1,Premium Guests
254.0,48.0,1,4,2,183,1,Premium Guests
446.4,56.0,1,8,4,185,1,Premium Guests
1483.2,199.5,1,12,4,185,1,Premium Guests
249.0,110.0,1,6,3,184,1,Premium Guests
249.0,122.0,1,6,3,184,1,Premium Guests
249.0,206.5,1,6,3,184,1,Premium Guests
861.0,134.0,1,20,10,191,1,Premium Guests
249.0,110.0,1,6,3,184,1,Premium Guests
249.0,133.0,1,6,3,184,1,Premium Guests
568.0,72.5,1,8,4,185,1,Premium Guests
171.36,4.0,1,4,2,183,1,Premium Guests
214.2,34.0,1,6,2,183,0,Budget Guests
249.0,110.0,1,6,3,184,1,Premium Guests
327.6,62.0,1,6,2,183,1,Premium Guests
159.0,13.0,1,1,1,182,1,Premium Guests
254.0,28.0,1,4,2,183,1,Premium Guests
148.0,14.0,1,2,2,183,0,Budget Guests
387.0,24.41,1,9,3,184,1,Premium Guests
845.6,79.5,1,12,4,184,1,Premium Guests
585.0,161.0,1,9,3,184,0,Budget Guests
249.0,110.0,1,6,3,184,1,Premium Guests
156.0,30.5,1,4,2,183,0,Budget Guests
148.0,14.0,1,2,2,183,0,Budget Guests
127.0,14.0,1,2,1,182,1,Premium Guests
148.0,14.0,1,2,2,183,0,Budget Guests
378.4,84.5,1,6,3,184,0,Budget Guests
344.3,50.0,1,6,2,183,1,Premium Guests
1050.9,316.5,1,6,2,183,1,Premium Guests
441.0,44.5,1,6,3,184,1,Premium Guests
249.0,154.0,1,6,3,184,1,Premium Guests
127.0,24.0,1,2,1,182,1,Premium Guests
441.0,84.5,1,6,3,184,0,Budget Guests
249.0,110.0,1,6,3,184,1,Premium Guests
872.65,168.5,1,14,7,188,0,Budget Guests
249.0,163.5,1,6,3,184,1,Premium Guests
249.0,130.0,1,6,3,184,1,Premium Guests
357.0,6.0,1,6,3,183,1,Premium Guests
595.5,98.0,1,14,7,187,0,Budget Guests
454.0,38.0,1,2,1,181,0,Budget Guests
676.0,76.0,1,12,3,183,0,Budget Guests
661.8,78.0,1,10,5,185,1,Premium Guests
467.0,66.0,1,6,3,183,1,Premium Guests
347.0,78.0,1,6,3,183,1,Premium Guests
548.0,124.5,1,8,4,184,0,Budget Guests
716.45,166.5,1,12,3,183,0,Budget Guests
774.3,6.0,1,6,3,183,0,Budget Guests
428.0,139.0,1,9,3,183,1,Premium Guests
467.0,8.5,1,6,3,183,1,Premium Guests
700.0,80.0,1,12,4,184,1,Premium Guests
301.5,14.0,1,2,2,182,0,Budget Guests
59.0,7.0,1,1,1,181,0,Budget Guests
301.5,14.0,1,2,2,182,0,Budget Guests
301.5,14.0,1,2,2,182,0,Budget Guests
357.0,42.0,1,6,3,183,1,Premium Guests
251.1,38.4,1,6,3,183,1,Premium Guests
251.1,160.9,1,6,3,183,1,Premium Guests
142.5,17.0,1,1,1,181,0,Budget Guests
279.0,87.0,1,6,3,183,0,Budget Guests
248.58,41.07,1,6,3,183,0,Budget Guests
248.58,87.07,1,6,3,183,0,Budget Guests
378.4,51.0,1,9,3,183,1,Premium Guests
278.1,99.9,1,6,3,183,0,Budget Guests
109.0,29.0,1,2,1,181,1,Premium Guests
309.6,85.5,1,6,3,183,1,Premium Guests
928.8,936.0,1,6,3,183,1,Premium Guests
340.0,102.0,1,6,2,182,1,Premium Guests
1015.0,98.0,1,14,7,187,1,Premium Guests
268.0,7.0,1,4,2,182,1,Premium Guests
461.0,73.5,1,6,3,183,1,Premium Guests
538.0,115.5,1,8,4,184,1,Premium Guests
357.0,6.0,1,6,3,183,1,Premium Guests
461.0,72.0,1,6,3,183,1,Premium Guests
240.3,6.0,1,6,3,183,0,Budget Guests
439.0,83.0,1,6,3,183,1,Premium Guests
439.0,127.5,1,6,3,183,1,Premium Guests
331.05,6.0,1,8,4,184,1,Premium Guests
358.41,18.0,1,4,4,184,1,Premium Guests
501.55,71.5,1,8,4,184,1,Premium Guests
347.0,74.5,1,6,3,183,0,Budget Guests
185.4,25.6,1,4,2,182,1,Premium Guests
121.0,14.0,1,2,1,181,1,Premium Guests
1257.0,63.0,1,3,3,183,0,Budget Guests
401.0,42.0,1,6,3,183,0,Budget Guests
261.0,93.0,1,6,2,182,1,Premium Guests
409.2,66.0,1,9,3,183,1,Premium Guests
423.0,39.0,1,6,3,183,0,Budget Guests
264.0,122.0,1,4,2,182,0,Budget Guests
1545.0,217.5,1,9,3,183,1,Premium Guests
452.0,32.0,1,8,4,184,1,Premium Guests
491.4,67.0,1,9,3,183,1,Premium Guests
190.4,28.0,1,4,2,182,1,Premium Guests
371.0,416.75,1,6,3,183,1,Premium Guests
117.0,29.0,1,3,1,181,0,Budget Guests
1062.0,326.0,1,18,9,189,0,Budget Guests
654.0,42.0,1,6,3,183,0,Budget Guests
759.0,289.5,2,6,3,180,0,Budget Guests
409.0,40.0,1,3,3,182,1,Premium Guests
227.2,24.0,1,2,1,180,0,Budget Guests
118.2,20.5,1,1,1,180,0,Budget Guests
120.84,27.3,1,1,1,180,1,Premium Guests
168.15,2.0,1,3,1,180,1,Premium Guests
1180.0,403.5,1,20,10,189,1,Premium Guests
337.0,6.0,1,6,3,182,1,Premium Guests
183.0,7.0,1,1,1,180,0,Budget Guests
112.2,20.0,1,2,1,180,0,Budget Guests
112.2,18.7,1,2,1,180,0,Budget Guests
112.2,14.0,1,2,1,180,0,Budget Guests
574.2,65.5,1,14,7,186,0,Budget Guests
109.0,2.0,1,2,1,180,1,Premium Guests
74.0,7.0,1,1,1,180,0,Budget Guests
398.0,8.0,1,8,4,183,0,Budget Guests
357.0,6.0,1,6,3,182,1,Premium Guests
531.0,42.0,1,6,3,182,1,Premium Guests
508.8,28.0,1,4,4,183,1,Premium Guests
279.0,107.0,1,6,3,182,0,Budget Guests
248.58,163.55,1,6,3,182,0,Budget Guests
954.32,152.0,1,16,8,187,1,Premium Guests
328.05,114.0,1,6,3,182,1,Premium Guests
594.16,272.0,1,16,4,183,0,Budget Guests
459.0,21.0,1,3,3,182,1,Premium Guests
127.0,14.0,1,2,1,180,0,Budget Guests
594.16,264.0,1,16,4,183,0,Budget Guests
365.85,69.0,1,9,3,182,1,Premium Guests
411.6,27.0,1,3,3,182,1,Premium Guests
411.6,21.0,1,3,3,182,1,Premium Guests
576.0,104.0,1,8,4,183,0,Budget Guests
1242.0,182.0,1,9,3,182,1,Premium Guests
672.0,7.0,1,8,4,183,0,Budget Guests
346.0,14.0,1,2,2,181,0,Budget Guests
477.0,54.0,1,6,3,182,0,Budget Guests
397.0,6.0,1,6,3,182,1,Premium Guests
438.0,65.0,1,9,3,182,0,Budget Guests
114.0,9.0,1,1,1,180,0,Budget Guests
548.0,56.0,1,8,4,183,0,Budget Guests
355.5,135.5,1,6,3,182,0,Budget Guests
1080.0,118.5,1,9,3,182,1,Premium Guests
504.0,91.0,1,6,2,181,1,Premium Guests
565.0,63.0,1,9,3,182,1,Premium Guests
320.4,8.0,1,8,4,183,0,Budget Guests
1050.0,126.0,1,6,2,181,0,Budget Guests
381.0,42.0,1,6,3,182,1,Premium Guests
477.0,23.5,1,3,3,182,1,Premium Guests
484.8,56.0,1,8,4,183,1,Premium Guests
119.0,72.7,1,2,1,180,1,Premium Guests
156.0,17.0,1,3,1,180,1,Premium Guests
495.0,3.0,1,3,3,182,0,Budget Guests
998.0,94.0,1,18,6,185,1,Premium Guests
363.6,42.0,1,6,3,182,1,Premium Guests
285.3,42.0,1,6,3,182,0,Budget Guests
508.0,56.0,1,8,4,183,1,Premium Guests
378.0,117.75,1,4,2,181,1,Premium Guests
432.0,21.0,1,1,1,180,0,Budget Guests
710.64,555.5,1,18,6,185,0,Budget Guests
728.64,149.0,1,12,6,185,0,Budget Guests
238.0,52.0,1,4,2,181,0,Budget Guests
95.2,2.0,1,2,1,180,0,Budget Guests
470.25,50.5,1,3,3,182,0,Budget Guests
484.6,115.5,2,8,4,179,1,Premium Guests
1986.9,288.5,2,10,5,179,0,Budget Guests
268.0,62.5,1,4,2,180,1,Premium Guests
224.4,28.0,1,4,2,180,0,Budget Guests
224.4,28.0,1,4,2,180,1,Premium Guests
203.36,45.0,1,6,2,180,0,Budget Guests
129.0,30.0,1,2,1,179,1,Premium Guests
240.3,37.0,1,6,3,181,0,Budget Guests
518.0,63.5,1,8,4,182,1,Premium Guests
429.4,44.5,1,6,3,181,1,Premium Guests
1193.0,49.0,2,7,7,178,0,Budget Guests
695.0,124.0,1,10,5,183,1,Premium Guests
342.0,21.0,1,3,3,181,0,Budget Guests
342.0,21.0,1,3,3,181,0,Budget Guests
342.0,21.0,1,3,3,181,0,Budget Guests
338.0,38.7,1,2,2,180,0,Budget Guests
342.0,21.0,1,3,3,181,0,Budget Guests
354.0,56.5,1,6,3,181,1,Premium Guests
485.4,28.0,1,4,4,182,0,Budget Guests
485.4,28.0,1,4,4,182,0,Budget Guests
342.0,21.0,1,3,3,181,0,Budget Guests
398.25,56.0,1,8,4,182,0,Budget Guests
354.0,42.0,1,6,3,181,1,Premium Guests
532.0,5.0,1,5,5,183,1,Premium Guests
536.0,53.0,1,8,4,182,1,Premium Guests
342.0,21.0,1,3,3,181,0,Budget Guests
342.0,21.0,1,3,3,181,0,Budget Guests
386.24,117.0,1,12,4,182,0,Budget Guests
595.0,86.0,1,8,4,182,0,Budget Guests
354.0,42.0,1,6,3,181,1,Premium Guests
342.0,21.0,1,3,3,181,0,Budget Guests
342.0,83.0,1,3,3,181,0,Budget Guests
858.0,234.0,1,2,2,180,1,Premium Guests
354.0,48.0,1,6,3,181,1,Premium Guests
274.0,93.0,1,4,2,180,1,Premium Guests
227.0,14.0,1,2,1,179,0,Budget Guests
400.08,48.0,1,4,2,180,1,Premium Guests
339.0,42.0,1,6,3,181,1,Premium Guests
327.0,21.0,1,3,3,181,1,Premium Guests
107.35,72.0,1,2,1,179,1,Premium Guests
107.35,1.0,1,1,1,179,0,Budget Guests
179.0,74.0,1,2,1,179,0,Budget Guests
822.0,84.0,1,12,6,184,1,Premium Guests
558.0,61.5,1,8,4,182,1,Premium Guests
528.0,56.0,1,8,4,182,1,Premium Guests
129.0,2.0,1,2,1,179,1,Premium Guests
201.0,1.0,1,1,1,179,0,Budget Guests
413.0,114.0,1,6,3,181,1,Premium Guests
528.0,56.0,1,8,4,179,0,Budget Guests
745.0,35.0,1,5,5,183,1,Premium Guests
1186.0,250.5,4,14,14,55,0,Budget Guests
546.0,65.0,1,12,3,181,1,Premium Guests
585.0,18.5,1,10,5,183,0,Budget Guests
775.0,211.5,1,10,5,183,1,Premium Guests
321.0,42.0,1,6,3,181,0,Budget Guests
498.0,56.0,1,8,4,182,1,Premium Guests
498.0,56.0,1,8,4,182,1,Premium Guests
330.0,115.5,1,8,4,182,0,Budget Guests
129.0,118.0,1,2,1,179,1,Premium Guests
493.3,39.0,1,6,3,181,1,Premium Guests
257.04,42.0,1,6,3,181,1,Premium Guests
156.0,28.0,1,3,1,179,0,Budget Guests
865.0,105.0,1,15,5,183,1,Premium Guests
264.0,57.5,1,4,2,180,0,Budget Guests
165.0,10.5,1,1,1,179,0,Budget Guests
386.25,329.0,1,12,4,182,0,Budget Guests
248.0,33.0,1,4,2,180,1,Premium Guests
354.0,76.5,1,6,3,181,1,Premium Guests
203.0,14.0,1,2,1,179,0,Budget Guests
129.0,47.0,1,1,1,179,1,Premium Guests
265.0,31.0,1,3,1,179,0,Budget Guests
625.0,129.5,1,10,5,183,1,Premium Guests
347.0,54.0,1,6,3,181,1,Premium Guests
1041.0,162.0,1,6,3,181,1,Premium Guests
634.88,186.5,1,12,3,181,1,Premium Guests
324.0,52.0,1,2,1,179,1,Premium Guests
339.0,42.0,1,2,1,179,0,Budget Guests
715.0,70.0,1,10,5,183,1,Premium Guests
95.2,2.0,1,2,1,179,0,Budget Guests
219.0,1.0,1,1,1,179,1,Premium Guests
1368.0,1393.0,1,4,4,182,0,Budget Guests
734.0,24.0,1,12,6,183,1,Premium Guests
754.0,12.0,1,12,6,183,1,Premium Guests
367.0,35.0,1,6,3,180,1,Premium Guests
139.0,2.0,1,2,1,178,1,Premium Guests
150.0,2.0,1,2,1,178,0,Budget Guests
187.0,14.0,1,2,1,178,1,Premium Guests
325.6,6.0,1,6,3,180,1,Premium Guests
325.6,6.0,1,6,3,180,1,Premium Guests
107.35,2.0,1,2,1,178,1,Premium Guests
322.05,3.0,1,1,1,178,1,Premium Guests
252.0,101.5,1,4,1,178,0,Budget Guests
95.2,23.5,1,2,1,178,0,Budget Guests
159.0,94.5,1,2,1,178,0,Budget Guests
432.0,21.0,1,3,3,180,0,Budget Guests
137.0,14.0,1,2,1,178,1,Premium Guests
768.96,358.0,1,18,6,183,1,Premium Guests
387.0,116.0,1,4,2,179,1,Premium Guests
129.0,2.0,1,2,1,178,1,Premium Guests
558.3,69.0,1,12,3,180,0,Budget Guests
258.0,24.0,1,4,2,179,1,Premium Guests
129.0,2.0,1,2,1,178,0,Budget Guests
128.0,14.0,1,2,1,178,0,Budget Guests
725.0,205.0,1,10,5,182,1,Premium Guests
156.0,17.0,1,3,1,178,0,Budget Guests
755.0,79.0,1,12,3,180,0,Budget Guests
578.7,144.5,1,15,5,182,1,Premium Guests
129.0,74.0,1,2,1,178,0,Budget Guests
129.0,74.0,1,2,1,178,0,Budget Guests
744.0,12.0,1,12,6,183,1,Premium Guests
123.0,7.0,1,1,1,178,1,Premium Guests
117.0,14.0,1,2,1,178,0,Budget Guests
129.0,2.0,1,2,1,178,0,Budget Guests
206.4,28.0,1,4,2,179,1,Premium Guests
328.8,62.0,1,6,3,180,1,Premium Guests
330.0,45.0,1,6,3,180,1,Premium Guests
700.0,94.0,1,12,4,181,1,Premium Guests
1603.9,286.5,1,13,13,190,0,Budget Guests
401.0,106.0,1,6,3,180,1,Premium Guests
658.0,68.0,1,8,4,181,0,Budget Guests
1938.0,232.0,1,12,4,181,0,Budget Guests
226.0,22.0,1,4,2,179,1,Premium Guests
407.0,57.0,1,6,3,180,1,Premium Guests
1565.0,352.5,1,21,7,184,1,Premium Guests
98.0,67.0,1,2,1,178,0,Budget Guests
528.0,85.5,1,8,4,181,1,Premium Guests
226.0,22.0,1,4,2,179,1,Premium Guests
417.0,3.0,1,2,1,178,0,Budget Guests
139.0,193.0,1,2,1,178,0,Budget Guests
595.2,84.0,1,12,6,183,1,Premium Guests
367.0,6.0,1,6,3,180,1,Premium Guests
239.0,16.0,1,2,1,178,1,Premium Guests
782.0,150.0,1,12,6,183,0,Budget Guests
367.0,6.0,1,6,3,180,1,Premium Guests
302.0,152.0,1,4,1,178,1,Premium Guests
444.0,58.0,1,8,2,179,0,Budget Guests
1101.0,168.0,1,6,3,180,1,Premium Guests
424.4,228.5,1,10,5,182,0,Budget Guests
311.0,21.0,1,3,1,178,1,Premium Guests
508.0,67.5,1,8,4,181,1,Premium Guests
635.0,70.0,1,10,5,182,1,Premium Guests
304.6,51.0,1,9,3,180,1,Premium Guests
905.0,115.0,1,15,5,182,1,Premium Guests
461.0,60.0,1,6,3,180,1,Premium Guests
270.0,34.0,1,6,2,179,1,Premium Guests
968.0,84.0,1,16,4,181,1,Premium Guests
401.0,42.0,1,6,3,180,1,Premium Guests
155.0,37.0,1,2,1,178,0,Budget Guests
528.6,677.0,2,8,4,177,1,Premium Guests
2183.5,283.0,2,21,8,177,1,Premium Guests
1139.0,174.0,1,14,7,183,1,Premium Guests
273.0,52.0,1,2,1,177,0,Budget Guests
389.76,203.5,1,8,4,180,1,Premium Guests
640.0,63.0,1,9,3,179,1,Premium Guests
274.0,28.0,1,4,2,178,1,Premium Guests
387.0,6.0,1,6,3,179,1,Premium Guests
744.0,12.0,1,12,6,182,1,Premium Guests
348.0,48.5,1,6,3,179,0,Budget Guests
239.0,60.0,1,4,1,177,1,Premium Guests
239.0,157.0,1,4,1,177,0,Budget Guests
1430.0,284.0,1,20,10,186,1,Premium Guests
160.2,98.0,1,4,2,178,0,Budget Guests
645.0,70.0,1,10,5,181,0,Budget Guests
2085.0,195.0,1,10,5,181,0,Budget Guests
139.0,14.0,1,2,1,177,1,Premium Guests
113.7,14.0,1,2,1,177,0,Budget Guests
530.2,25.0,2,7,4,176,1,Premium Guests
264.0,41.0,1,4,2,178,0,Budget Guests
496.0,28.5,1,8,4,180,0,Budget Guests
2060.25,834.0,1,12,6,182,0,Budget Guests
686.75,228.0,1,12,6,182,0,Budget Guests
418.0,4.0,1,4,2,178,1,Premium Guests
1080.0,120.0,1,18,6,182,0,Budget Guests
339.0,20.0,1,6,3,179,1,Premium Guests
418.0,24.0,1,4,2,178,1,Premium Guests
925.92,150.5,1,21,7,183,0,Budget Guests
305.1,100.0,1,6,3,179,1,Premium Guests
305.1,78.0,1,6,3,179,1,Premium Guests
915.3,183.0,1,6,3,179,1,Premium Guests
458.0,51.0,1,9,3,179,1,Premium Guests
915.3,153.0,1,6,3,179,1,Premium Guests
1040.0,368.25,1,20,4,180,0,Budget Guests
222.0,49.0,1,4,1,177,0,Budget Guests
308.88,33.0,1,4,2,178,1,Premium Guests
237.0,99.0,1,6,2,178,0,Budget Guests
899.0,98.0,1,14,7,183,1,Premium Guests
434.0,50.0,1,4,2,178,1,Premium Guests
639.0,271.5,1,15,5,181,1,Premium Guests
258.0,9.5,1,4,2,178,0,Budget Guests
133.95,71.0,1,3,1,177,0,Budget Guests
434.0,28.0,1,4,2,178,1,Premium Guests
137.0,14.0,1,2,1,177,0,Budget Guests
1855.0,31.0,1,22,11,187,0,Budget Guests
132.0,58.5,1,3,1,177,0,Budget Guests
915.3,117.0,1,6,3,179,1,Premium Guests
258.0,4.0,1,4,2,178,0,Budget Guests
258.0,16.0,1,4,2,178,0,Budget Guests
387.0,6.0,1,6,3,179,1,Premium Guests
156.0,97.0,1,3,1,177,0,Budget Guests
585.0,162.0,1,5,5,181,1,Premium Guests
217.0,22.0,1,2,1,177,1,Premium Guests
201.75,50.0,1,2,1,177,1,Premium Guests
74.0,7.0,1,1,1,177,1,Premium Guests
1085.0,42.0,2,14,9,176,1,Premium Guests
148.0,28.2,1,1,1,177,0,Budget Guests
655.88,154.0,1,14,7,182,1,Premium Guests
530.0,179.0,1,6,2,177,1,Premium Guests
445.0,57.0,1,2,2,177,1,Premium Guests
734.0,61.5,1,12,6,181,1,Premium Guests
503.28,107.5,1,9,3,178,0,Budget Guests
238.0,4.0,1,4,2,177,1,Premium Guests
296.0,95.25,2,4,4,59,0,Budget Guests
1336.0,110.0,1,16,8,183,1,Premium Guests
580.02,88.83,1,14,7,182,0,Budget Guests
476.0,132.5,1,8,4,179,1,Premium Guests
1956.0,900.0,1,12,4,179,1,Premium Guests
538.0,64.0,1,8,4,179,0,Budget Guests
548.0,56.0,1,8,4,179,1,Premium Guests
129.0,26.0,1,2,1,176,1,Premium Guests
382.0,72.0,1,8,4,179,0,Budget Guests
302.0,30.0,1,4,1,176,0,Budget Guests
401.0,72.0,1,6,3,178,0,Budget Guests
198.55,15.0,1,2,1,176,0,Budget Guests
520.0,108.0,1,12,4,179,0,Budget Guests
464.0,96.0,1,12,4,179,0,Budget Guests
382.0,72.0,1,8,4,179,0,Budget Guests
257.36,148.5,1,6,2,177,1,Premium Guests
547.2,116.8,1,12,4,179,0,Budget Guests
548.0,56.0,1,8,4,179,0,Budget Guests
905.0,142.5,1,15,5,180,0,Budget Guests
278.1,38.4,1,6,3,178,0,Budget Guests
357.0,6.0,1,2,1,176,1,Premium Guests
119.0,12.0,1,2,1,176,1,Premium Guests
302.0,15.5,1,6,2,177,0,Budget Guests
377.0,6.0,1,6,3,178,1,Premium Guests
292.0,54.0,1,6,2,177,1,Premium Guests
240.3,50.0,1,6,3,178,0,Budget Guests
333.2,29.5,2,6,3,175,1,Premium Guests
909.0,101.0,1,14,7,182,1,Premium Guests
4405.0,245.0,1,7,7,182,1,Premium Guests
214.4,30.0,1,4,2,177,1,Premium Guests
1504.0,162.0,1,28,7,182,1,Premium Guests
265.0,21.0,1,3,1,176,1,Premium Guests
119.0,2.0,1,2,1,176,1,Premium Guests
434.0,60.0,1,4,2,177,0,Budget Guests
124.0,9.0,1,1,1,176,1,Premium Guests
438.0,67.5,1,12,3,178,1,Premium Guests
397.0,6.0,1,6,3,178,1,Premium Guests
591.0,42.0,1,6,3,178,1,Premium Guests
439.2,51.5,1,8,4,179,1,Premium Guests
1317.6,24.0,1,8,4,179,1,Premium Guests
788.0,98.0,1,14,7,182,0,Budget Guests
264.0,38.5,1,4,2,177,0,Budget Guests
238.0,4.0,1,4,2,177,1,Premium Guests
254.0,28.0,1,4,2,177,1,Premium Guests
346.0,9.0,1,6,2,177,1,Premium Guests
557.0,6.0,1,6,3,178,1,Premium Guests
578.0,30.0,1,6,3,178,1,Premium Guests
