LodgingRevenue,OtherRevenue,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,req_room,Cluster
238.0,51.4,1,4,2,983,1,Group Travelers
123.52,233.5,1,4,2,983,0,Budget Guests
372.0,42.0,1,6,3,984,1,Group Travelers
693.1,258.0,1,15,5,986,1,Group Travelers
344.72,203.2,1,12,6,987,0,Budget Guests
130.06,32.0,1,4,2,983,0,Budget Guests
436.5,42.0,1,6,3,984,1,Group Travelers
204.0,81.5,1,6,3,983,0,Budget Guests
195.0,25.0,1,3,3,983,0,Budget Guests
204.0,60.0,1,6,3,983,0,Budget Guests
84.0,44.5,1,6,3,983,0,Budget Guests
204.0,70.0,1,6,3,983,0,Budget Guests
204.0,50.0,1,6,3,983,0,Budget Guests
204.0,50.0,1,6,3,983,0,Budget Guests
204.0,68.5,1,6,3,983,0,Budget Guests
204.0,62.0,1,6,3,983,0,Budget Guests
204.0,50.0,1,6,3,983,0,Budget Guests
204.0,50.0,1,6,3,983,0,Budget Guests
204.0,50.0,1,6,3,983,0,Budget Guests
291.0,82.5,1,9,3,983,0,Budget Guests
291.0,87.5,1,9,3,983,0,Budget Guests
204.0,50.0,1,6,3,983,0,Budget Guests
204.0,50.0,1,6,3,983,0,Budget Guests
428.4,69.0,1,12,4,984,0,Budget Guests
549.0,69.5,1,12,3,983,1,Group Travelers
220.38,6.0,1,6,3,983,1,Group Travelers
202.0,46.0,1,2,2,982,0,Budget Guests
1102.05,168.0,1,8,4,984,0,Budget Guests
1102.05,168.0,1,8,4,984,0,Budget Guests
367.35,56.0,1,8,4,984,0,Budget Guests
255.0,22.0,1,6,3,983,0,Budget Guests
94.5,31.0,1,2,1,981,1,Group Travelers
213.6,28.0,1,4,2,982,1,Group Travelers
850.5,220.5,1,6,3,983,0,Budget Guests
283.5,44.0,1,3,3,983,1,Group Travelers
640.8,76.0,1,4,2,982,1,Group Travelers
119.0,32.5,1,3,1,981,1,Group Travelers
356.0,80.0,1,8,2,982,0,Budget Guests
238.0,28.0,1,4,2,982,1,Group Travelers
111.8,37.2,1,2,1,981,1,Group Travelers
478.8,84.0,1,12,4,984,0,Budget Guests
252.9,66.5,1,6,3,983,1,Group Travelers
261.0,69.0,1,2,1,981,0,Budget Guests
87.0,14.0,1,2,1,981,0,Budget Guests
427.2,65.0,1,8,4,984,1,Group Travelers
189.0,46.5,1,4,2,982,0,Budget Guests
104.0,27.0,1,3,1,981,1,Group Travelers
327.0,74.0,1,6,3,983,1,Group Travelers
71.4,13.5,1,2,1,981,0,Budget Guests
372.0,54.5,1,6,3,983,1,Group Travelers
208.0,28.0,1,4,2,982,1,Group Travelers
208.0,43.0,1,4,2,982,0,Budget Guests
175.6,44.0,1,6,2,982,1,Group Travelers
238.0,71.5,1,4,2,982,1,Group Travelers
359.1,63.0,1,9,3,983,1,Group Travelers
320.4,49.0,1,6,3,983,1,Group Travelers
606.0,84.0,1,2,2,982,0,Budget Guests
189.0,42.0,1,6,3,983,1,Group Travelers
252.9,49.0,1,6,3,983,1,Group Travelers
1102.05,177.0,1,8,4,984,0,Budget Guests
213.6,28.0,1,4,2,982,1,Group Travelers
640.8,84.0,1,4,2,982,1,Group Travelers
369.0,42.0,1,6,3,983,0,Budget Guests
89.0,2.0,1,2,1,981,1,Group Travelers
340.2,84.5,1,9,3,983,0,Budget Guests
238.0,46.0,1,4,2,981,1,Group Travelers
320.4,45.0,1,6,3,982,0,Budget Guests
936.48,144.0,1,6,3,982,0,Budget Guests
341.3,56.0,1,8,4,983,0,Budget Guests
216.0,46.0,1,4,4,983,0,Budget Guests
216.0,46.0,1,4,4,983,0,Budget Guests
174.0,42.0,1,6,3,982,1,Group Travelers
290.0,142.0,1,10,5,984,1,Group Travelers
290.0,142.0,1,10,5,984,1,Group Travelers
216.0,46.0,1,4,4,983,0,Budget Guests
232.0,92.0,1,8,4,983,1,Group Travelers
232.0,92.0,1,8,4,983,1,Group Travelers
249.0,54.0,1,6,3,982,1,Group Travelers
177.0,150.5,1,6,3,982,0,Budget Guests
691.2,114.0,1,6,2,981,0,Budget Guests
268.0,124.5,1,6,2,981,1,Group Travelers
237.0,27.0,1,3,3,982,0,Budget Guests
345.0,75.0,1,9,3,982,0,Budget Guests
237.0,27.0,1,3,3,982,0,Budget Guests
249.0,55.0,1,6,3,982,1,Group Travelers
249.0,54.0,1,6,3,982,1,Group Travelers
249.0,54.0,1,6,3,982,1,Group Travelers
249.0,54.0,1,6,3,982,1,Group Travelers
268.0,53.5,1,6,2,981,0,Budget Guests
420.4,109.0,1,10,5,984,0,Budget Guests
171.99,44.5,1,6,3,982,0,Budget Guests
249.0,492.0,1,6,3,982,0,Budget Guests
184.68,26.0,1,6,3,982,0,Budget Guests
249.0,48.0,1,6,3,982,0,Budget Guests
237.0,24.0,1,3,3,982,0,Budget Guests
249.0,48.0,1,6,3,982,1,Group Travelers
455.9,133.0,1,10,5,984,1,Group Travelers
448.2,88.5,1,12,4,983,1,Group Travelers
354.0,168.94,1,6,3,982,0,Budget Guests
249.0,180.5,1,6,3,982,1,Group Travelers
106.5,48.0,1,6,3,982,1,Group Travelers
147.17,28.0,1,4,2,981,1,Group Travelers
249.0,45.0,1,6,3,982,0,Budget Guests
249.0,45.0,1,6,3,982,0,Budget Guests
118.0,16.0,2,2,2,428,0,Budget Guests
327.0,114.0,1,6,3,982,1,Group Travelers
640.8,84.0,1,4,2,981,1,Group Travelers
508.5,200.0,1,10,5,984,1,Group Travelers
477.9,76.0,1,12,3,982,1,Group Travelers
82.5,78.0,1,2,1,980,1,Group Travelers
686.4,180.0,1,12,3,982,1,Group Travelers
981.0,291.72,1,6,3,982,0,Budget Guests
213.6,31.0,1,4,2,981,1,Group Travelers
239.4,54.0,1,6,2,981,1,Group Travelers
105.0,7.0,1,1,1,980,0,Budget Guests
315.0,21.0,1,1,1,980,0,Budget Guests
417.0,68.0,1,6,2,981,0,Budget Guests
230.4,42.0,1,6,2,981,0,Budget Guests
238.0,14.5,1,2,1,980,1,Group Travelers
505.75,76.0,1,14,7,985,0,Budget Guests
85.5,26.0,1,2,1,979,1,Group Travelers
375.3,122.25,1,15,5,983,0,Budget Guests
322.9,77.5,1,10,5,983,1,Group Travelers
359.1,138.0,1,9,3,981,1,Group Travelers
187.95,81.0,1,3,1,979,0,Budget Guests
56.0,44.0,1,2,1,979,0,Budget Guests
380.0,175.0,1,8,4,982,1,Group Travelers
53.0,22.0,1,1,1,979,0,Budget Guests
56.0,44.0,1,2,1,979,0,Budget Guests
192.0,45.0,1,6,3,981,0,Budget Guests
427.2,264.5,1,8,4,982,1,Group Travelers
168.6,28.0,1,4,2,980,1,Group Travelers
168.6,28.0,1,4,2,980,1,Group Travelers
323.0,30.5,1,8,4,982,1,Group Travelers
164.9,21.0,1,4,2,980,1,Group Travelers
207.24,228.5,1,6,3,981,0,Budget Guests
205.7,51.5,1,6,2,980,0,Budget Guests
177.0,83.5,1,6,3,981,0,Budget Guests
207.24,53.5,1,6,3,981,0,Budget Guests
3130.0,371.2,6,31,31,144,0,Budget Guests
207.24,42.0,1,6,3,981,0,Budget Guests
171.0,31.0,1,4,2,980,1,Group Travelers
132.0,17.5,1,3,1,979,1,Group Travelers
363.4,138.5,1,8,4,982,0,Budget Guests
420.6,167.5,1,8,4,982,1,Group Travelers
192.0,71.0,1,6,3,981,0,Budget Guests
464.6,249.0,1,15,5,983,1,Group Travelers
397.2,732.5,1,10,5,983,1,Group Travelers
332.8,56.0,1,8,4,982,1,Group Travelers
195.0,34.0,1,6,2,980,1,Group Travelers
195.6,36.0,1,4,2,980,1,Group Travelers
382.0,88.8,1,12,4,982,0,Budget Guests
383.8,516.0,1,8,4,982,0,Budget Guests
119.0,2.0,1,2,1,979,0,Budget Guests
506.0,209.0,1,12,4,982,1,Group Travelers
711.6,90.0,1,6,3,981,0,Budget Guests
302.4,52.0,1,6,3,981,0,Budget Guests
907.2,114.0,1,6,3,981,0,Budget Guests
380.0,338.5,1,8,4,982,1,Group Travelers
265.5,78.0,1,6,3,981,0,Budget Guests
336.5,123.0,1,5,5,983,0,Budget Guests
187.0,28.0,1,4,2,980,1,Group Travelers
424.1,231.0,1,10,5,982,1,Group Travelers
420.75,202.0,1,10,5,982,0,Budget Guests
362.0,37.42,2,5,3,957,1,Group Travelers
676.8,84.5,1,2,2,979,1,Group Travelers
119.0,31.0,1,2,1,978,1,Group Travelers
208.0,22.0,1,2,2,979,0,Budget Guests
467.4,80.0,1,10,5,982,1,Group Travelers
357.0,42.0,1,6,3,980,1,Group Travelers
106.0,11.0,1,2,1,978,1,Group Travelers
252.9,51.0,1,6,3,980,1,Group Travelers
367.8,75.5,2,8,4,975,1,Group Travelers
213.6,152.0,1,4,2,979,1,Group Travelers
741.85,98.0,1,14,7,984,1,Group Travelers
268.0,42.0,1,6,2,979,1,Group Travelers
280.8,102.0,1,6,3,980,1,Group Travelers
446.0,112.0,1,8,4,981,0,Budget Guests
254.7,21.0,1,3,3,980,1,Group Travelers
216.75,34.0,1,6,3,980,0,Budget Guests
216.75,31.5,1,6,3,980,0,Budget Guests
234.0,29.23,1,4,2,979,0,Budget Guests
446.0,87.5,1,8,4,981,0,Budget Guests
306.3,148.8,1,8,4,981,1,Group Travelers
209.31,61.5,1,6,3,980,1,Group Travelers
209.31,60.0,1,6,3,980,1,Group Travelers
324.3,70.5,1,8,4,981,1,Group Travelers
720.9,119.0,1,3,3,980,0,Budget Guests
918.9,435.4,1,8,4,981,1,Group Travelers
372.0,123.5,1,6,3,980,1,Group Travelers
243.6,93.5,1,6,3,980,0,Budget Guests
363.45,186.0,1,3,1,978,0,Budget Guests
256.5,655.0,1,6,3,980,0,Budget Guests
121.15,56.0,1,3,1,978,0,Budget Guests
256.5,40.5,1,6,3,980,0,Budget Guests
189.9,80.0,1,4,2,979,1,Group Travelers
256.5,79.0,1,6,3,980,0,Budget Guests
238.5,21.5,1,1,1,978,1,Group Travelers
168.6,28.0,1,4,2,979,1,Group Travelers
79.5,9.5,1,1,1,978,1,Group Travelers
119.0,14.0,1,2,1,978,1,Group Travelers
124.3,28.0,1,4,2,979,1,Group Travelers
417.0,204.95,1,9,3,980,1,Group Travelers
115.0,7.0,1,1,1,978,0,Budget Guests
115.0,7.0,1,1,1,978,0,Budget Guests
741.85,98.0,1,14,7,984,1,Group Travelers
252.9,85.0,1,6,3,980,1,Group Travelers
320.4,190.0,1,9,3,980,1,Group Travelers
823.45,147.0,1,21,7,984,1,Group Travelers
349.8,60.0,1,8,4,981,0,Budget Guests
349.8,56.0,1,8,4,981,0,Budget Guests
375.0,85.0,1,15,5,982,0,Budget Guests
284.4,65.5,1,6,3,980,0,Budget Guests
72.0,6.0,1,1,1,978,0,Budget Guests
244.5,80.5,1,6,3,980,1,Group Travelers
676.8,119.0,1,2,2,979,1,Group Travelers
109.0,25.0,1,1,1,978,0,Budget Guests
350.65,90.2,1,8,4,981,1,Group Travelers
188.7,79.5,1,2,2,979,1,Group Travelers
565.0,35.0,1,5,5,982,1,Group Travelers
366.8,63.0,1,8,4,980,1,Group Travelers
256.0,85.0,1,8,4,980,0,Budget Guests
178.0,32.0,1,2,2,978,0,Budget Guests
449.9,123.0,1,12,4,980,0,Budget Guests
119.0,10.0,1,1,1,977,0,Budget Guests
357.0,3.0,1,1,1,977,0,Budget Guests
290.15,70.0,1,10,5,981,1,Group Travelers
366.8,130.5,1,8,4,980,0,Budget Guests
268.0,28.0,1,4,2,978,1,Group Travelers
315.8,74.5,1,8,4,980,1,Group Travelers
238.0,58.0,1,4,2,978,1,Group Travelers
315.8,56.0,1,8,4,980,1,Group Travelers
323.0,279.5,1,8,4,980,1,Group Travelers
442.0,42.0,1,12,4,980,1,Group Travelers
222.0,102.74,1,3,3,979,0,Budget Guests
65.03,59.1,1,2,1,977,0,Budget Guests
94.93,49.2,1,2,1,977,0,Budget Guests
61.15,7.0,1,1,1,977,0,Budget Guests
94.2,50.0,1,2,1,977,1,Group Travelers
115.0,16.0,1,1,1,977,0,Budget Guests
115.0,7.0,1,1,1,977,0,Budget Guests
147.0,57.0,1,4,2,978,0,Budget Guests
249.3,42.0,1,6,3,979,0,Budget Guests
185.88,38.4,1,6,3,979,0,Budget Guests
222.0,81.0,1,3,3,979,0,Budget Guests
222.0,81.0,1,3,3,979,0,Budget Guests
234.0,162.0,1,6,3,979,0,Budget Guests
222.0,81.0,1,3,3,979,0,Budget Guests
234.0,162.0,1,6,3,979,0,Budget Guests
222.0,108.0,1,3,3,979,0,Budget Guests
357.35,97.6,1,8,4,980,1,Group Travelers
234.0,162.0,1,6,3,979,0,Budget Guests
234.0,162.0,1,6,3,979,0,Budget Guests
234.0,162.0,1,6,3,979,0,Budget Guests
234.0,162.0,1,6,3,979,0,Budget Guests
234.0,162.0,1,6,3,979,0,Budget Guests
310.7,136.0,1,8,4,980,0,Budget Guests
315.0,199.5,1,10,5,981,0,Budget Guests
293.4,42.0,1,6,3,979,1,Group Travelers
252.9,81.0,1,6,3,979,1,Group Travelers
213.96,72.0,1,8,4,980,0,Budget Guests
298.88,56.0,1,8,4,980,1,Group Travelers
318.6,102.0,1,8,2,978,1,Group Travelers
312.75,35.0,1,5,5,981,0,Budget Guests
277.95,47.25,1,9,3,979,0,Budget Guests
315.8,59.0,1,8,4,980,1,Group Travelers
1808.7,237.0,1,12,6,982,0,Budget Guests
315.8,79.0,1,8,4,980,1,Group Travelers
84.3,28.0,1,2,1,977,1,Group Travelers
119.0,21.5,1,1,1,977,1,Group Travelers
188.4,28.0,1,4,2,978,1,Group Travelers
259.62,112.0,1,8,4,980,1,Group Travelers
358.0,339.0,1,10,5,981,1,Group Travelers
238.0,82.5,1,4,2,978,1,Group Travelers
309.3,65.5,1,9,3,979,0,Budget Guests
97.8,23.0,1,2,1,977,1,Group Travelers
1800.6,381.0,1,18,6,982,0,Budget Guests
748.95,152.0,1,20,5,981,1,Group Travelers
247.35,31.5,1,6,3,979,0,Budget Guests
1800.6,309.0,1,18,6,982,0,Budget Guests
427.8,112.8,1,12,4,980,1,Group Travelers
119.0,33.0,1,1,1,977,0,Budget Guests
438.95,221.5,1,10,5,981,0,Budget Guests
500.45,120.0,1,15,5,981,0,Budget Guests
438.95,153.5,1,10,5,981,0,Budget Guests
438.95,98.0,1,10,5,981,1,Group Travelers
500.45,333.48,1,15,5,981,0,Budget Guests
188.4,28.0,1,4,2,978,1,Group Travelers
514.29,101.0,1,12,3,979,1,Group Travelers
525.62,138.0,1,14,7,983,1,Group Travelers
392.4,66.0,1,12,4,980,0,Budget Guests
117.0,19.0,1,1,1,977,1,Group Travelers
311.05,186.0,1,10,5,981,1,Group Travelers
94.93,41.2,1,2,1,977,0,Budget Guests
357.0,3.0,1,1,1,977,0,Budget Guests
188.0,14.0,1,2,2,978,1,Group Travelers
589.78,161.0,1,14,7,983,0,Budget Guests
414.2,110.0,1,12,4,980,1,Group Travelers
243.9,67.5,1,9,3,978,1,Group Travelers
432.91,125.0,1,15,5,980,1,Group Travelers
578.78,83.1,1,8,4,979,1,Group Travelers
76.5,11.0,1,2,1,976,0,Budget Guests
186.6,46.0,1,4,2,977,1,Group Travelers
121.8,7.0,1,1,1,976,0,Budget Guests
361.25,97.5,1,10,5,980,0,Budget Guests
357.0,69.0,1,6,3,978,1,Group Travelers
261.9,42.0,1,6,2,977,0,Budget Guests
155.23,4.0,1,4,2,977,0,Budget Guests
326.06,43.0,1,6,3,978,1,Group Travelers
324.3,92.0,1,8,4,979,1,Group Travelers
324.3,108.5,1,8,4,979,1,Group Travelers
429.5,100.5,1,8,4,979,1,Group Travelers
332.8,115.0,1,8,4,979,1,Group Travelers
236.32,68.0,1,6,3,978,1,Group Travelers
357.0,42.0,1,6,3,978,1,Group Travelers
343.8,86.1,1,6,3,978,1,Group Travelers
403.75,95.0,1,10,5,980,1,Group Travelers
256.0,98.0,1,8,4,979,0,Budget Guests
923.9,124.5,1,18,9,984,1,Group Travelers
61.0,16.5,1,2,1,976,0,Budget Guests
192.0,44.5,1,6,3,978,0,Budget Guests
403.25,70.0,1,10,5,980,1,Group Travelers
289.0,82.0,1,8,4,979,0,Budget Guests
459.35,70.0,1,10,5,980,1,Group Travelers
582.35,141.0,1,15,5,980,1,Group Travelers
56.5,7.0,1,1,1,976,0,Budget Guests
61.0,14.0,1,2,1,976,0,Budget Guests
358.3,160.5,1,8,4,979,1,Group Travelers
422.9,56.0,1,8,4,979,1,Group Travelers
525.28,98.0,1,14,7,982,0,Budget Guests
129.0,34.5,1,2,1,976,1,Group Travelers
306.0,82.0,1,8,4,979,1,Group Travelers
678.6,84.0,1,4,2,977,1,Group Travelers
996.0,132.0,1,4,2,977,0,Budget Guests
756.0,114.0,1,6,2,977,0,Budget Guests
546.0,54.0,1,3,1,976,0,Budget Guests
256.0,838.0,1,8,4,979,0,Budget Guests
367.0,6.0,1,6,3,978,0,Budget Guests
256.0,72.0,1,8,4,979,0,Budget Guests
520.85,145.5,1,15,5,980,1,Group Travelers
343.8,148.0,1,6,3,978,0,Budget Guests
61.0,16.0,1,2,1,976,0,Budget Guests
375.3,212.5,1,8,4,979,0,Budget Guests
324.0,95.0,1,6,3,977,1,Group Travelers
424.6,112.5,1,8,4,978,1,Group Travelers
543.5,100.0,1,10,5,979,0,Budget Guests
373.6,138.0,1,8,4,978,1,Group Travelers
424.6,131.0,1,8,4,978,1,Group Travelers
373.6,56.0,1,8,4,978,1,Group Travelers
216.43,62.5,1,6,3,977,1,Group Travelers
373.6,109.5,1,8,4,978,1,Group Travelers
451.55,95.0,1,15,5,979,0,Budget Guests
488.13,127.5,1,14,7,981,1,Group Travelers
393.3,63.0,1,9,3,977,0,Budget Guests
317.7,81.6,1,6,3,977,0,Budget Guests
221.1,42.0,1,6,3,977,1,Group Travelers
324.0,42.0,1,6,3,977,1,Group Travelers
106.0,30.0,1,2,2,976,1,Group Travelers
106.0,28.0,1,4,2,976,1,Group Travelers
106.0,28.0,1,4,2,976,1,Group Travelers
106.0,28.0,1,4,2,976,1,Group Travelers
103.0,14.0,1,2,2,976,0,Budget Guests
318.0,76.0,1,4,2,976,1,Group Travelers
106.0,30.5,1,4,2,976,1,Group Travelers
106.0,28.0,1,4,2,976,1,Group Travelers
106.0,28.0,1,4,2,976,1,Group Travelers
106.0,28.0,1,4,2,976,1,Group Travelers
106.0,28.0,1,4,2,976,1,Group Travelers
249.72,44.5,1,6,3,977,0,Budget Guests
256.8,28.0,1,4,2,976,1,Group Travelers
249.72,42.0,1,6,3,977,1,Group Travelers
282.6,118.0,1,6,2,976,1,Group Travelers
403.2,61.0,1,9,3,977,1,Group Travelers
332.8,97.5,1,8,4,978,0,Budget Guests
523.8,84.0,1,12,4,978,1,Group Travelers
522.0,120.0,1,12,3,977,0,Budget Guests
144.0,14.0,1,2,1,975,1,Group Travelers
196.0,70.0,1,4,2,976,0,Budget Guests
196.0,52.0,1,4,2,976,0,Budget Guests
297.9,44.5,1,6,3,977,0,Budget Guests
354.6,94.5,1,6,3,977,1,Group Travelers
193.8,34.0,1,4,2,976,0,Budget Guests
399.5,28.0,1,8,4,978,1,Group Travelers
188.0,26.0,1,2,2,976,0,Budget Guests
216.75,45.5,1,6,3,977,0,Budget Guests
373.6,119.0,1,8,4,978,0,Budget Guests
196.0,60.0,1,4,2,976,0,Budget Guests
349.8,92.0,1,8,4,978,1,Group Travelers
188.0,28.5,1,2,2,976,0,Budget Guests
196.0,61.5,1,4,2,976,0,Budget Guests
318.0,60.0,1,6,2,976,1,Group Travelers
196.0,60.5,1,4,2,976,0,Budget Guests
196.0,54.5,1,4,2,976,0,Budget Guests
196.0,52.0,1,4,2,976,0,Budget Guests
196.0,52.0,1,4,2,976,0,Budget Guests
188.0,26.0,1,2,2,976,0,Budget Guests
196.0,52.0,1,4,2,976,0,Budget Guests
477.0,90.0,1,3,1,975,1,Group Travelers
289.0,47.0,1,8,4,978,0,Budget Guests
344.7,41.0,1,2,1,975,1,Group Travelers
134.0,36.0,1,3,1,975,0,Budget Guests
294.0,111.5,1,6,3,977,0,Budget Guests
679.1,195.5,1,18,6,980,0,Budget Guests
743.9,365.0,1,14,7,981,1,Group Travelers
288.9,44.5,1,6,3,977,1,Group Travelers
372.3,63.0,1,3,1,975,0,Budget Guests
291.6,98.0,1,6,3,977,0,Budget Guests
327.6,50.0,1,6,3,977,1,Group Travelers
119.0,14.0,1,2,1,975,0,Budget Guests
270.9,42.0,1,6,3,977,0,Budget Guests
129.0,21.5,1,2,1,975,1,Group Travelers
324.0,52.0,1,6,3,977,0,Budget Guests
605.0,148.0,1,10,5,978,1,Group Travelers
438.9,114.0,1,8,4,977,1,Group Travelers
571.2,34.5,1,12,6,979,1,Group Travelers
361.7,112.5,1,8,4,977,0,Budget Guests
1325.1,814.5,1,12,4,977,0,Budget Guests
361.7,83.0,1,8,4,977,0,Budget Guests
134.0,25.5,1,2,1,974,1,Group Travelers
312.0,148.5,1,8,4,977,0,Budget Guests
296.0,48.6,1,4,4,977,0,Budget Guests
296.0,36.0,1,4,4,977,0,Budget Guests
312.0,72.0,1,8,4,977,0,Budget Guests
312.0,72.0,1,8,4,977,0,Budget Guests
936.0,165.0,1,8,4,977,0,Budget Guests
312.0,112.5,1,8,4,977,0,Budget Guests
312.0,72.0,1,8,4,977,0,Budget Guests
312.0,77.0,1,8,4,977,0,Budget Guests
312.0,87.0,1,8,4,977,0,Budget Guests
171.42,28.0,1,4,2,975,0,Budget Guests
1271.7,198.0,1,9,3,976,0,Budget Guests
344.7,42.0,1,6,3,976,1,Group Travelers
144.5,66.5,1,4,2,975,0,Budget Guests
144.5,41.5,1,4,2,975,0,Budget Guests
742.5,119.5,1,6,3,976,0,Budget Guests
579.0,66.0,1,12,3,976,0,Budget Guests
386.0,48.5,1,8,2,975,1,Group Travelers
247.5,47.5,1,6,3,976,0,Budget Guests
384.3,50.0,1,9,3,976,1,Group Travelers
247.5,42.0,1,6,3,976,0,Budget Guests
203.06,67.5,1,6,2,975,1,Group Travelers
248.0,28.0,1,4,2,975,1,Group Travelers
377.0,124.5,1,6,3,976,1,Group Travelers
467.63,118.5,1,15,5,978,1,Group Travelers
481.45,70.0,1,10,5,978,0,Budget Guests
306.07,56.0,1,8,4,977,1,Group Travelers
542.7,91.5,1,12,3,976,1,Group Travelers
315.6,129.6,1,6,2,975,1,Group Travelers
419.05,87.0,1,8,4,977,1,Group Travelers
1044.9,43.0,1,6,3,976,1,Group Travelers
256.2,85.0,1,6,2,975,1,Group Travelers
1432.5,78.5,1,4,4,977,0,Budget Guests
542.7,89.0,1,12,3,976,0,Budget Guests
348.3,26.0,1,6,3,976,1,Group Travelers
446.25,124.5,1,10,5,978,1,Group Travelers
437.25,88.0,1,8,4,977,1,Group Travelers
423.9,90.0,1,9,3,976,1,Group Travelers
423.65,246.5,1,12,3,976,0,Budget Guests
192.0,42.0,1,6,3,976,0,Budget Guests
486.0,286.25,1,8,4,977,1,Group Travelers
560.4,180.5,1,12,6,979,0,Budget Guests
216.75,74.1,1,6,3,976,0,Budget Guests
358.3,119.0,1,8,4,977,1,Group Travelers
752.35,109.5,1,10,5,978,1,Group Travelers
1360.5,181.5,1,8,4,977,0,Budget Guests
119.0,7.0,1,1,1,974,1,Group Travelers
411.85,104.0,1,8,4,977,1,Group Travelers
238.08,44.5,1,6,3,976,0,Budget Guests
346.5,21.0,1,3,3,976,1,Group Travelers
396.0,85.5,1,8,2,975,1,Group Travelers
247.5,42.0,1,6,3,976,0,Budget Guests
202.14,82.0,1,6,2,975,0,Budget Guests
453.5,63.0,1,8,4,977,0,Budget Guests
144.5,21.0,1,4,2,974,0,Budget Guests
576.0,56.31,1,8,4,976,0,Budget Guests
530.0,128.0,1,10,5,977,0,Budget Guests
104.1,71.0,1,2,1,973,0,Budget Guests
513.6,56.0,1,8,4,976,1,Group Travelers
1540.8,168.0,1,8,4,976,1,Group Travelers
480.5,95.5,1,12,6,978,0,Budget Guests
575.7,84.0,1,12,6,978,1,Group Travelers
513.6,84.5,1,8,4,976,1,Group Travelers
459.35,70.0,1,10,5,977,1,Group Travelers
477.0,284.5,1,9,3,975,1,Group Travelers
2261.0,287.0,25,27,27,68,1,Premium Guests
380.8,41.73,1,8,4,976,1,Group Travelers
255.0,124.5,1,2,1,973,0,Budget Guests
124.0,1.0,1,1,1,973,1,Group Travelers
98.72,7.0,1,1,1,973,1,Group Travelers
189.0,164.0,1,4,2,974,1,Group Travelers
603.65,513.5,1,14,7,979,1,Group Travelers
129.0,11.0,1,1,1,973,0,Budget Guests
129.0,35.8,1,2,1,973,1,Group Travelers
385.2,45.0,1,6,3,975,1,Group Travelers
403.2,21.0,1,3,3,975,1,Group Travelers
488.55,86.5,1,12,4,976,1,Group Travelers
437.75,128.0,1,10,5,977,1,Group Travelers
378.58,56.0,1,8,4,976,1,Group Travelers
282.6,70.0,1,6,3,975,0,Budget Guests
445.75,70.0,1,10,5,977,1,Group Travelers
428.75,70.0,1,10,5,977,1,Group Travelers
308.0,51.99,1,6,2,974,1,Group Travelers
597.3,124.0,2,10,5,960,1,Group Travelers
256.8,30.5,1,4,2,974,0,Budget Guests
232.2,22.0,1,4,2,974,0,Budget Guests
255.0,23.75,1,6,3,975,0,Budget Guests
340.0,51.0,1,8,4,976,0,Budget Guests
234.88,45.0,1,6,2,974,0,Budget Guests
127.0,47.5,1,2,1,973,0,Budget Guests
616.0,120.0,1,12,4,976,1,Group Travelers
195.09,135.0,1,6,3,975,1,Group Travelers
195.09,60.5,1,6,3,975,1,Group Travelers
195.09,47.0,1,6,3,975,1,Group Travelers
195.09,59.0,1,6,3,975,1,Group Travelers
195.09,421.5,1,6,3,975,1,Group Travelers
432.0,54.0,1,3,1,973,1,Group Travelers
445.75,76.0,1,10,5,977,1,Group Travelers
668.25,133.5,1,14,7,979,1,Group Travelers
463.25,86.0,1,15,5,977,0,Budget Guests
192.0,69.0,1,6,3,974,0,Budget Guests
153.4,36.0,1,4,2,973,0,Budget Guests
279.9,54.0,1,6,3,974,1,Group Travelers
146.0,71.0,1,4,2,973,1,Group Travelers
128.0,34.0,1,2,2,973,1,Group Travelers
128.0,34.0,1,2,2,973,1,Group Travelers
146.0,68.0,1,4,2,973,1,Group Travelers
146.0,80.0,1,4,2,973,1,Group Travelers
129.0,22.0,1,2,1,972,0,Budget Guests
146.0,68.0,1,4,2,973,1,Group Travelers
146.0,75.5,1,4,2,973,1,Group Travelers
595.15,98.0,1,14,7,978,1,Group Travelers
146.0,68.0,1,4,2,973,1,Group Travelers
146.0,68.0,1,4,2,973,1,Group Travelers
279.9,47.0,1,6,3,974,1,Group Travelers
146.0,68.0,1,4,2,973,1,Group Travelers
146.0,68.0,1,4,2,973,1,Group Travelers
146.0,68.0,1,4,2,973,1,Group Travelers
128.0,34.0,1,2,2,973,1,Group Travelers
146.0,76.0,1,4,2,973,1,Group Travelers
146.0,68.0,1,4,2,973,1,Group Travelers
106.0,84.5,1,4,2,973,1,Group Travelers
146.0,84.5,1,4,2,973,1,Group Travelers
146.0,68.0,1,4,2,973,1,Group Travelers
146.0,70.0,1,4,2,973,1,Group Travelers
1531.65,555.9,10,18,18,202,0,Budget Guests
282.6,107.0,1,6,3,974,1,Group Travelers
229.8,28.0,1,4,2,973,1,Group Travelers
229.8,30.5,1,4,2,973,1,Group Travelers
459.6,52.0,1,4,2,973,1,Group Travelers
127.0,25.0,1,3,1,972,1,Group Travelers
258.0,36.0,1,4,2,973,1,Group Travelers
312.0,72.0,1,4,2,973,0,Budget Guests
535.0,112.5,2,7,4,747,1,Group Travelers
281.0,115.5,3,3,3,783,0,Budget Guests
433.5,82.0,1,12,6,977,0,Budget Guests
1155.6,139.5,1,6,3,974,1,Group Travelers
